employee_id,skill
1038,JUNIT
1039,React Native
1039,Android
1039,Xamarin
1040,Kotlin
1040,React Native
1040,Android
1040,Flutter
1041,NoSQL databases
1041,Scala
1041,relational databases
1042,JUNIT
1042,Java
1042,Spock
1042,Python
1042,Postman
1043,Kotlin
1043,React Native
1043,Flutter
1043,Android
1043,IOS
1044,JUNIT
1044,Python
1044,Spock
1045,JUNIT
1045,Java
1045,Postman
1045,Spock
1046,NoSQL databases
1046,Google Cloud
1046,Hadoop
1047,React Native
1047,Flutter
1047,Android
1048,AWS
1048,SQL
1048,Firebase
1048,Microsoft Power BI
1048,Tableau
1049,JUNIT
1049,Java
1049,PyRestTest
1049,Python
1049,Postman
1050,NoSQL databases
1050,Google Cloud
1050,Spark
1051,JUNIT
1051,Spock
1052,SQL
1052,Scala
1052,Spark
1052,Microsoft Azure
1053,React
1053,Google Cloud
1053,HTML/CSS
1053,Javascript
1053,Angular
1054,NoSQL databases
1054,Scala
1054,Google Cloud
1054,Microsoft Azure
1055,Spock
1056,Spock
1056,PyRestTest
1056,Postman
1057,Microsoft Azure
1057,Spark
1057,Java
1058,Google Cloud
1058,Microsoft Azure
1058,AWS
1058,Angular
1059,React Native
1059,Android
1059,IOS
1060,React
1060,Google Cloud
1060,HTML/CSS
1060,Javascript
1060,Angular
1061,Docker Compose
1061,Google Cloud
1061,Puppet
1061,Terraform
1062,JUNIT
1062,Python
1062,Spock
1063,Microsoft Azure
1063,Typescript
1063,React
1063,HTML/CSS
1063,Javascript
1064,Docker Compose
1064,Kubernetes
1064,Google Cloud
1064,Microsoft Azure
1065,AWS
1065,React
1065,Google Cloud
1065,Javascript
1065,Angular
1066,Flutter
1066,React Native
1066,Android
1066,Xamarin
1067,Kotlin
1067,React Native
1067,Flutter
1067,Xamarin
1067,IOS
1068,React Native
1068,Xamarin
1068,Android
1068,IOS
1069,NoSQL databases
1069,Google Cloud
1069,Python
1069,Scala
1069,Spark
1070,AWS
1070,Microsoft Azure
1070,Java
1070,Python
1070,relational databases
1071,SQL
1071,Google Cloud
1071,Firebase
1071,AWS
1072,Docker Compose
1072,Terraform
1072,Puppet
1072,Microsoft Azure
1073,Firebase
1073,AWS
1073,Tableau
1074,Docker
1074,Chef
1074,Microsoft Azure
1074,Terraform
1075,React Native
1075,Android
1075,Xamarin
1075,IOS
1076,HTML/CSS
1076,AWS
1076,Angular
1077,Java
1077,relational databases
1078,NoSQL databases
1078,SQL
1078,Java
1078,Python
1078,Scala
1079,Microsoft Azure
1079,Google Cloud
1079,Java
1079,Python
1079,relational databases
1080,React Native
1080,Flutter
1080,Android
1080,IOS
1081,Firebase
1081,Microsoft Power BI
1082,Scala
1082,AWS
1082,Java
1082,Hadoop
1083,Java
1083,Postman
1083,Spock
1084,Chef
1084,Microsoft Azure
1085,Python
1085,Java
1085,Postman
1085,Spock
1086,Kubernetes
1086,Google Cloud
1086,Microsoft Azure
1086,AWS
1087,React Native
1087,Android
1088,Microsoft Azure
1088,Google Cloud
1088,Java
1088,Python
1088,relational databases
1089,AWS
1089,Google Cloud
1089,Java
1089,Microsoft Azure
1090,SQL
1090,Google Cloud
1090,Microsoft Azure
1090,AWS
1091,Firebase
1091,Microsoft Power BI
1092,Typescript
1092,HTML/CSS
1092,Javascript
1092,Microsoft Azure
1093,Python
1093,Java
1093,Postman
1093,Spock
1094,Google Cloud
1094,Terraform
1095,JUNIT
1095,Java
1096,AWS
1096,Microsoft Azure
1096,SQL
1096,Google Cloud
1096,Python
1097,React Native
1097,Flutter
1098,Microsoft Azure
1098,Typescript
1098,React
1098,HTML/CSS
1098,Google Cloud
1099,Google Cloud
1099,AWS
1099,Java
1100,Docker Compose
1100,Kubernetes
1100,Chef
1101,HTML/CSS
1101,Microsoft Azure
1102,Google Cloud
1102,Firebase
1102,Microsoft Power BI
1102,Microsoft Azure
1103,HTML/CSS
1103,Javascript
1104,JUNIT
1104,Java
1104,PyRestTest
1104,Postman
1105,Kubernetes
1105,AWS
1105,Terraform
1105,Docker
1106,SQL
1106,Google Cloud
1106,Microsoft Power BI
1106,AWS
1107,HTML/CSS
1107,Javascript
1107,Angular
1108,Microsoft Power BI
1108,Microsoft Azure
1108,Tableau
1109,Docker
1109,Microsoft Azure
1109,Chef
1109,Terraform
1110,Python
1110,JUNIT
1110,Postman
1110,Spock
1111,JUNIT
1111,PyRestTest
1111,Spock
1112,React Native
1112,Flutter
1112,IOS
1113,Google Cloud
1113,AWS
1113,Microsoft Power BI
1113,Tableau
1114,Google Cloud
1114,Firebase
1114,Microsoft Power BI
1114,Microsoft Azure
1115,Kubernetes
1115,Terraform
1115,Microsoft Azure
1116,Firebase
1116,Microsoft Power BI
1117,Kotlin
1117,React Native
1117,Xamarin
1117,IOS
1118,AWS
1118,Microsoft Azure
1118,Google Cloud
1118,Docker Compose
1118,Terraform
1119,Microsoft Power BI
1119,AWS
1120,HTML/CSS
1120,Microsoft Azure
1120,AWS
1121,Typescript
1121,HTML/CSS
1121,Javascript
1121,Microsoft Azure
1122,Tableau
1122,Microsoft Power BI
1122,SQL
1122,Microsoft Azure
1123,Flutter
1123,Android
1123,Xamarin
1124,JUNIT
1124,Postman
1124,PyRestTest
1124,Spock
1125,Docker Compose
1125,Google Cloud
1125,Puppet
1126,Scala
1126,relational databases
1126,Microsoft Azure
1127,Typescript
1127,HTML/CSS
1127,Angular
1128,Kotlin
1128,React Native
1128,Android
1128,Xamarin
1128,IOS
1129,JUNIT
1129,Java
1129,PyRestTest
1129,Postman
1130,Python
1130,relational databases
1130,Microsoft Azure
1131,Python
1131,Spock
1132,Google Cloud
1132,Typescript
1132,HTML/CSS
1132,React
1133,HTML/CSS
1133,Google Cloud
1133,Microsoft Azure
1134,Typescript
1134,Javascript
1135,HTML/CSS
1135,Google Cloud
1135,React
1136,AWS
1136,Google Cloud
1136,Python
1136,Spark
1136,relational databases
1137,Java
1137,relational databases
1138,NoSQL databases
1138,SQL
1138,Java
1138,Scala
1138,Spark
1139,React Native
1139,Xamarin
1139,IOS
1140,Kotlin
1140,React Native
1140,Flutter
1141,IOS
1141,React Native
1141,Xamarin
1141,Flutter
1142,NoSQL databases
1142,SQL
1142,Python
1142,Scala
1142,Hadoop
1143,React Native
1143,Android
1144,Google Cloud
1144,Java
1144,Microsoft Azure
1144,AWS
1145,NoSQL databases
1145,Microsoft Azure
1145,SQL
1145,Java
1145,Scala
1146,Typescript
1146,HTML/CSS
1146,React
1146,Javascript
1147,SQL
1147,Firebase
1147,Microsoft Power BI
1147,Tableau
1148,Firebase
1148,Google Cloud
1148,Microsoft Azure
1149,Typescript
1149,AWS
1149,HTML/CSS
1149,Angular
1150,NoSQL databases
1150,Scala
1150,Hadoop
1151,SQL
1151,Google Cloud
1151,Tableau
1152,Kotlin
1152,Flutter
1152,Xamarin
1153,Python
1153,AWS
1153,Microsoft Azure
1154,Python
1154,Google Cloud
1154,Java
1155,AWS
1155,Microsoft Azure
1155,React
1155,HTML/CSS
1155,Javascript
1156,Google Cloud
1156,relational databases
1156,Microsoft Azure
1157,Google Cloud
1157,AWS
1157,Java
1157,Microsoft Azure
1158,JUNIT
1158,Java
1159,Docker Compose
1159,Kubernetes
1159,AWS
1159,Terraform
1160,Java
1160,relational databases
1161,Firebase
1161,Google Cloud
1161,Tableau
1162,Microsoft Azure
1162,Typescript
1162,HTML/CSS
1162,Javascript
1162,Angular
1163,Google Cloud
1163,Firebase
1163,AWS
1163,Microsoft Power BI
1164,Python
1164,Java
1164,relational databases
1164,Microsoft Azure
1165,SQL
1165,Firebase
1165,Microsoft Power BI
1166,AWS
1166,Microsoft Azure
1166,Kubernetes
1166,Docker
1166,Google Cloud
1166,Docker Compose
1167,Python
1167,Spock
1167,JUNIT
1168,Firebase
1168,Google Cloud
1168,Microsoft Power BI
1168,AWS
1169,Firebase
1169,Google Cloud
1169,Microsoft Power BI
1169,Microsoft Azure
1170,Google Cloud
1170,Microsoft Power BI
1170,Microsoft Azure
1170,AWS
1171,Python
1171,Java
1172,Google Cloud
1172,AWS
1172,Microsoft Azure
1173,Kotlin
1173,React Native
1173,Flutter
1173,Xamarin
1174,Microsoft Azure
1174,SQL
1174,Python
1174,Scala
1174,Spark
1175,Typescript
1175,React
1175,Microsoft Azure
1176,AWS
1176,Microsoft Azure
1176,Firebase
1176,Microsoft Power BI
1176,Tableau
1177,NoSQL databases
1177,relational databases
1177,Hadoop
1178,PyRestTest
1178,Postman
1179,SQL
1179,Hadoop
1179,Java
1179,Python
1179,relational databases
1180,Scala
1180,Java
1180,Hadoop
1181,Chef
1181,AWS
1181,Kubernetes
1181,Google Cloud
1181,Docker Compose
1182,Google Cloud
1182,relational databases
1182,Microsoft Azure
1183,Python
1183,Java
1183,relational databases
1184,Python
1184,Java
1184,JUNIT
1185,JUNIT
1185,Java
1185,PyRestTest
1185,Spock
1185,Python
1186,Google Cloud
1186,React
1186,Microsoft Azure
1186,Angular
1187,SQL
1187,Google Cloud
1187,Microsoft Azure
1188,HTML/CSS
1188,React
1188,AWS
1188,Angular
1189,SQL
1189,Firebase
1189,Microsoft Power BI
1189,Microsoft Azure
1190,Google Cloud
1190,Firebase
1190,Microsoft Power BI
1190,AWS
1191,AWS
1191,Microsoft Azure
1191,React
1191,HTML/CSS
1191,Javascript
1191,Angular
1192,AWS
1192,Microsoft Azure
1192,Firebase
1192,Google Cloud
1192,Microsoft Power BI
1192,Tableau
1193,JUNIT
1193,Spock
1193,PyRestTest
1193,Postman
1194,AWS
1194,Microsoft Power BI
1194,Microsoft Azure
1195,Firebase
1195,Microsoft Power BI
1195,Tableau
1196,Java
1196,PyRestTest
1196,Spock
1196,Python
1196,Postman
1197,AWS
1197,SQL
1197,Hadoop
1197,Google Cloud
1197,Java
1197,relational databases
1198,Microsoft Power BI
1198,Microsoft Azure
1198,Tableau
1199,Typescript
1199,HTML/CSS
1199,React
1200,Java
1200,Spock
1201,React Native
1201,Flutter
1201,Android
1201,IOS
1202,Tableau
1202,Firebase
1202,Google Cloud
1202,Microsoft Power BI
1203,AWS
1203,Kubernetes
1203,Docker
1203,Google Cloud
1203,Docker Compose
1203,Terraform
1204,Typescript
1204,AWS
1204,React
1205,Microsoft Azure
1205,Kubernetes
1205,Puppet
1205,Docker Compose
1205,Terraform
1206,AWS
1206,SQL
1206,Firebase
1206,Google Cloud
1206,Microsoft Power BI
1207,Python
1207,Java
1207,Spock
1208,Firebase
1208,Google Cloud
1208,Microsoft Power BI
1208,Microsoft Azure
1209,Docker Compose
1209,Terraform
1209,Microsoft Azure
1209,AWS
1210,JUNIT
1210,Java
1210,PyRestTest
1210,Postman
1211,Google Cloud
1211,React
1212,Docker Compose
1212,Microsoft Azure
1213,Google Cloud
1213,Microsoft Power BI
1213,Microsoft Azure
1214,IOS
1214,Flutter
1214,Android
1214,Xamarin
1215,React Native
1215,Flutter
1216,Hadoop
1216,NoSQL databases
1216,Google Cloud
1216,relational databases
1217,Java
1217,Postman
1217,Spock
1218,AWS
1218,Chef
1218,Google Cloud
1218,Puppet
1218,Docker Compose
1218,Terraform
1219,Kotlin
1219,React Native
1220,Chef
1220,Puppet
1220,AWS
1220,Terraform
1221,Kotlin
1221,React Native
1221,Flutter
1222,SQL
1222,Google Cloud
1222,AWS
1222,Microsoft Power BI
1223,SQL
1223,Google Cloud
1223,Hadoop
1223,Python
1224,Microsoft Azure
1224,SQL
1224,Firebase
1224,Google Cloud
1224,Tableau
1225,Python
1225,Google Cloud
1225,relational databases
1226,Python
1226,Java
1226,Postman
1227,AWS
1227,Typescript
1227,HTML/CSS
1227,Google Cloud
1227,Angular
1228,Google Cloud
1228,AWS
1228,Chef
1228,Docker
1229,NoSQL databases
1229,AWS
1229,Microsoft Azure
1229,Java
1229,relational databases
1230,JUNIT
1230,Java
1230,Postman
1231,Python
1231,Google Cloud
1231,Microsoft Azure
1232,React Native
1232,Flutter
1232,IOS
1233,Python
1233,relational databases
1233,Microsoft Azure
1234,Python
1234,Spark
1234,Microsoft Azure
1235,Java
1235,Hadoop
1235,Spark
1236,Typescript
1236,Google Cloud
1236,Microsoft Azure
1236,HTML/CSS
1237,AWS
1237,Chef
1237,Microsoft Azure
1237,Kubernetes
1237,Terraform
1238,Kubernetes
1238,Google Cloud
1238,Chef
1239,Microsoft Azure
1239,Java
1239,Python
1239,Scala
1239,Spark
1239,relational databases
1240,AWS
1240,Hadoop
1240,Java
1240,Python
1240,Scala
1240,relational databases
1241,Postman
1241,Java
1241,PyRestTest
1241,Spock
1242,React Native
1242,Android
1243,Google Cloud
1243,Microsoft Azure
1244,Python
1244,Java
1244,Spock
1245,JUNIT
1245,Postman
1245,Spock
1246,Java
1246,relational databases
1246,Microsoft Azure
1247,HTML/CSS
1247,React
1247,Microsoft Azure
1248,Google Cloud
1248,Hadoop
1248,AWS
1249,AWS
1249,Docker
1249,Google Cloud
1249,Puppet
1249,Docker Compose
1249,Terraform
1250,Google Cloud
1250,Terraform
1250,Microsoft Azure
1251,Chef
1251,Puppet
1251,Terraform
1252,Typescript
1252,AWS
1252,React
1252,Microsoft Azure
1253,NoSQL databases
1253,AWS
1253,Java
1253,Spark
1254,NoSQL databases
1254,AWS
1254,Microsoft Azure
1254,Google Cloud
1255,Python
1255,relational databases
1256,React Native
1256,Flutter
1256,Android
1256,IOS
1257,Postman
1257,PyRestTest
1257,Spock
1258,Python
1258,Google Cloud
1258,Spark
1259,Google Cloud
1259,HTML/CSS
1259,React
1260,React Native
1260,Android
1260,Flutter
1261,Python
1261,Java
1261,JUNIT
1261,Postman
1262,Docker Compose
1262,Chef
1262,Microsoft Azure
1262,Terraform
1263,Flutter
1263,React Native
1263,Xamarin
1263,IOS
1264,JUNIT
1264,PyRestTest
1264,Python
1265,Chef
1265,AWS
1265,Kubernetes
1265,Google Cloud
1265,Puppet
1265,Terraform
1266,Java
1266,relational databases
1267,Docker Compose
1267,Google Cloud
1267,AWS
1267,Terraform
1268,Java
1268,relational databases
1269,AWS
1269,Microsoft Azure
1269,HTML/CSS
1269,Google Cloud
1269,Javascript
1270,HTML/CSS
1270,React
1270,AWS
1271,Scala
1271,Hadoop
1271,Microsoft Azure
1272,Tableau
1272,Google Cloud
1272,Microsoft Power BI
1272,Microsoft Azure
1273,Typescript
1273,HTML/CSS
1273,Javascript
1273,AWS
1274,Python
1274,AWS
1274,Java
1274,relational databases
1275,Python
1275,NoSQL databases
1275,Google Cloud
1275,AWS
1276,Google Cloud
1276,Terraform
1276,Docker
1277,React Native
1277,Android
1277,Xamarin
1278,Firebase
1278,Google Cloud
1278,Microsoft Power BI
1278,AWS
1279,Google Cloud
1279,Scala
1279,AWS
1279,Microsoft Azure
1280,Kotlin
1280,Xamarin
1281,Google Cloud
1281,Firebase
1281,Microsoft Power BI
1281,Tableau
1282,Python
1282,Java
1282,relational databases
1282,Microsoft Azure
1283,NoSQL databases
1283,SQL
1283,Google Cloud
1283,Scala
1283,Hadoop
1284,Kotlin
1284,React Native
1284,Android
1284,Xamarin
1284,IOS
1285,Java
1285,Postman
1285,Spock
1286,Google Cloud
1286,relational databases
1287,Flutter
1287,Xamarin
1287,IOS
1288,Google Cloud
1288,relational databases
1288,Microsoft Azure
1289,Scala
1289,Hadoop
1290,Typescript
1290,AWS
1290,Google Cloud
1290,Angular
1291,relational databases
1292,Spock
1292,Java
1292,PyRestTest
1292,Postman
1293,AWS
1293,Kubernetes
1293,Docker
1293,Google Cloud
1293,Terraform
1294,Google Cloud
1294,relational databases
1294,AWS
1295,Python
1295,Java
1295,PyRestTest
1296,Python
1296,AWS
1296,relational databases
1296,Microsoft Azure
1297,AWS
1297,Typescript
1297,React
1297,Google Cloud
1297,HTML/CSS
1298,AWS
1298,Puppet
1298,Docker
1299,NoSQL databases
1299,AWS
1299,Microsoft Azure
1300,NoSQL databases
1300,AWS
1300,Google Cloud
1300,Java
1300,Scala
1300,Hadoop
1301,SQL
1301,Firebase
1301,Microsoft Power BI
1301,Microsoft Azure
1302,AWS
1302,Microsoft Azure
1302,Google Cloud
1302,Java
1302,Python
1302,relational databases
1303,HTML/CSS
1303,Microsoft Azure
1303,Javascript
1303,AWS
1304,AWS
1304,Hadoop
1304,Microsoft Azure
1305,SQL
1305,Google Cloud
1305,Microsoft Power BI
1305,Microsoft Azure
1306,AWS
1306,Microsoft Azure
1306,Google Cloud
1306,Microsoft Power BI
1306,Tableau
1307,SQL
1307,Firebase
1307,Microsoft Power BI
1308,Python
1308,Java
1308,JUNIT
1309,Kotlin
1309,React Native
1309,Xamarin
1309,Android
1310,NoSQL databases
1310,AWS
1310,Java
1310,Spark
1311,Google Cloud
1311,Terraform
1311,Puppet
1311,AWS
1312,Python
1312,Spock
1312,Java
1312,JUNIT
1313,Kotlin
1313,React Native
1313,Android
1313,Flutter
1314,Python
1314,AWS
1314,relational databases
1315,JUNIT
1315,Java
1316,AWS
1316,Microsoft Azure
1316,Docker
1316,Docker Compose
1316,Terraform
1317,Docker Compose
1317,AWS
1317,Chef
1318,Kotlin
1318,Flutter
1318,IOS
1319,AWS
1319,Typescript
1319,React
1319,Google Cloud
1319,Javascript
1320,Python
1320,AWS
1321,JUNIT
1321,Java
1321,PyRestTest
1321,Spock
1322,Kubernetes
1322,Terraform
1322,Puppet
1323,React Native
1323,Android
1323,IOS
1324,Terraform
1324,AWS
1325,HTML/CSS
1325,AWS
1326,Java
1326,relational databases
1327,HTML/CSS
1327,Google Cloud
1327,React
1327,Javascript
1328,Google Cloud
1328,HTML/CSS
1328,Javascript
1328,React
1329,NoSQL databases
1329,Scala
1329,AWS
1329,Google Cloud
1330,JUNIT
1330,PyRestTest
1330,Postman
1330,Spock
1331,AWS
1331,Microsoft Azure
1331,SQL
1331,Firebase
1331,Microsoft Power BI
1332,React Native
1332,Xamarin
1332,IOS
1333,Kubernetes
1333,AWS
1333,Puppet
1333,Microsoft Azure
1334,Java
1334,Microsoft Azure
1335,Kotlin
1335,React Native
1335,Flutter
1335,Android
1336,Docker Compose
1336,Kubernetes
1336,Terraform
1336,Google Cloud
1337,Google Cloud
1337,Microsoft Power BI
1337,Tableau
1338,React Native
1338,Flutter
1338,Xamarin
1339,Python
1339,relational databases
1339,Spark
1339,Hadoop
1340,Docker Compose
1340,Google Cloud
1340,Terraform
1340,Puppet
1341,Kotlin
1341,React Native
1341,Flutter
1341,IOS
1342,relational databases
1342,Microsoft Azure
1343,Google Cloud
1343,AWS
1343,Java
1343,Hadoop
1344,Google Cloud
1344,relational databases
1345,Google Cloud
1345,Chef
1345,Terraform
1346,Firebase
1346,Microsoft Power BI
1346,AWS
1346,Microsoft Azure
1347,JUNIT
1347,Postman
1347,PyRestTest
1347,Spock
1348,React Native
1348,Flutter
1348,IOS
1349,Google Cloud
1349,AWS
1349,relational databases
1350,SQL
1350,Microsoft Power BI
1350,Microsoft Azure
1350,Tableau
1351,Chef
1351,Docker
1351,Google Cloud
1351,Docker Compose
1351,Terraform
1352,SQL
1352,Firebase
1352,Microsoft Power BI
1352,AWS
1353,Postman
1353,Java
1353,PyRestTest
1353,Spock
1353,JUNIT
1353,Python
1354,AWS
1354,Microsoft Azure
1354,Java
1354,Python
1354,relational databases
1355,AWS
1355,Microsoft Azure
1355,SQL
1355,Microsoft Power BI
1355,Tableau
1356,AWS
1356,Kubernetes
1356,Puppet
1356,Docker Compose
1356,Terraform
1357,Firebase
1357,AWS
1358,HTML/CSS
1358,AWS
1358,Google Cloud
1358,Angular
1359,Python
1359,Java
1359,relational databases
1359,Microsoft Azure
1360,AWS
1360,Chef
1360,Microsoft Azure
1360,Kubernetes
1360,Docker
1361,Google Cloud
1361,Java
1361,relational databases
1362,AWS
1362,Java
1362,relational databases
1362,Microsoft Azure
1363,Firebase
1363,Google Cloud
1363,Microsoft Power BI
1364,AWS
1364,Java
1364,relational databases
1365,Python
1365,Java
1365,JUNIT
1365,Spock
1366,Docker
1366,Puppet
1366,Microsoft Azure
1366,Terraform
1367,Microsoft Azure
1367,SQL
1367,Firebase
1367,Microsoft Power BI
1367,Tableau
1368,Docker
1368,Puppet
1368,Terraform
1369,Tableau
1369,AWS
1369,Microsoft Power BI
1370,Python
1370,AWS
1370,Java
1371,Python
1371,NoSQL databases
1371,SQL
1372,AWS
1372,SQL
1372,Google Cloud
1372,Java
1372,Python
1372,Scala
1373,NoSQL databases
1373,Google Cloud
1373,Java
1373,Scala
1373,Hadoop
1374,JUNIT
1374,Python
1374,PyRestTest
1374,Postman
1375,SQL
1375,Microsoft Power BI
1375,Microsoft Azure
1375,Tableau
1376,Python
1376,relational databases
1376,Microsoft Azure
1377,JUNIT
1377,Java
1377,PyRestTest
1377,Spock
1378,Docker
1378,Puppet
1378,AWS
1378,Terraform
1379,JUNIT
1379,PyRestTest
1379,Spock
1379,Python
1379,Postman
1380,Python
1380,Google Cloud
1380,relational databases
1381,Python
1381,AWS
1381,Java
1381,relational databases
1382,Microsoft Azure
1382,relational databases
1382,Google Cloud
1382,Java
1382,Spark
1382,Hadoop
1383,React Native
1383,Flutter
1383,Android
1383,Xamarin
1383,IOS
1384,SQL
1384,AWS
1384,Microsoft Power BI
1384,Microsoft Azure
1385,Python
1385,AWS
1385,Java
1385,relational databases
1386,AWS
1386,Hadoop
1386,SQL
1386,Python
1386,Spark
1386,relational databases
1387,AWS
1387,Firebase
1387,Google Cloud
1387,Microsoft Power BI
1387,Tableau
1388,React Native
1388,Android
1388,IOS
1389,Google Cloud
1389,relational databases
1389,Microsoft Azure
1390,React Native
1390,Android
1390,Xamarin
1391,AWS
1391,Google Cloud
1391,Java
1391,Python
1391,relational databases
1392,Java
1392,Spock
1393,Java
1393,PyRestTest
1393,Spock
1393,JUNIT
1393,Postman
1394,AWS
1394,Java
1394,relational databases
1395,Python
1395,Google Cloud
1395,relational databases
1395,AWS
1396,Python
1396,Google Cloud
1396,AWS
1397,Chef
1397,Docker
1397,Google Cloud
1397,Puppet
1397,Docker Compose
1398,AWS
1398,HTML/CSS
1398,Microsoft Azure
1399,JUNIT
1399,PyRestTest
1399,Spock
1400,Python
1400,Postman
1400,PyRestTest
1400,Spock
1401,Python
1401,AWS
1401,relational databases
1402,AWS
1402,React
1402,Microsoft Azure
1403,SQL
1403,AWS
1403,Hadoop
1403,Microsoft Azure
1404,AWS
1404,Microsoft Azure
1404,Typescript
1404,HTML/CSS
1404,Angular
1405,Java
1405,PyRestTest
1406,Kubernetes
1406,Chef
1406,AWS
1406,Terraform
1407,Google Cloud
1407,Java
1407,relational databases
1408,NoSQL databases
1408,Hadoop
1408,Google Cloud
1408,Python
1408,Scala
1408,relational databases
1409,Typescript
1409,Google Cloud
1409,AWS
1410,HTML/CSS
1410,React
1410,Javascript
1410,Angular
1411,Microsoft Azure
1411,Kubernetes
1411,Docker
1411,Docker Compose
1411,Terraform
1412,Python
1412,Postman
1412,PyRestTest
1412,Spock
1413,Firebase
1413,Microsoft Azure
1413,Microsoft Power BI
1413,Tableau
1414,Typescript
1414,Javascript
1414,React
1414,Microsoft Azure
1415,NoSQL databases
1415,Google Cloud
1415,Hadoop
1416,Kotlin
1416,React Native
1416,Android
1416,Xamarin
1417,AWS
1417,Microsoft Azure
1417,Puppet
1417,Docker Compose
1417,Terraform
1418,SQL
1418,NoSQL databases
1418,AWS
1418,Google Cloud
1419,AWS
1419,Microsoft Azure
1419,HTML/CSS
1419,Google Cloud
1419,Angular
1420,AWS
1420,Microsoft Azure
1420,SQL
1420,Microsoft Power BI
1420,Tableau
1421,Python
1421,AWS
1421,relational databases
1421,Microsoft Azure
1422,JUNIT
1422,Spock
1422,Java
1422,Postman
1423,NoSQL databases
1423,SQL
1423,Google Cloud
1423,Python
1423,relational databases
1424,Firebase
1424,Microsoft Power BI
1424,Microsoft Azure
1425,Tableau
1425,AWS
1425,Microsoft Power BI
1425,Microsoft Azure
1426,JUNIT
1426,Java
1426,Postman
1427,Google Cloud
1427,Puppet
1427,Chef
1428,Python
1428,Spark
1428,relational databases
1429,AWS
1429,Google Cloud
1429,Puppet
1429,Docker Compose
1429,Terraform
1430,Python
1430,Java
1430,JUNIT
1430,Postman
1431,Docker Compose
1431,Chef
1431,Puppet
1432,Python
1432,Microsoft Azure
1432,Spark
1432,Java
1433,Python
1433,Google Cloud
1433,relational databases
1433,Microsoft Azure
1434,Python
1434,PyRestTest
1434,Spock
1435,Javascript
1435,Angular
1436,SQL
1436,Google Cloud
1436,Java
1436,Python
1436,relational databases
1437,React Native
1437,Xamarin
1437,IOS
1438,NoSQL databases
1438,Scala
1438,Google Cloud
1438,relational databases
1439,NoSQL databases
1439,Microsoft Azure
1439,Java
1439,Scala
1439,Hadoop
1440,Docker Compose
1440,Kubernetes
1440,Terraform
1440,Puppet
1441,Python
1441,Scala
1441,Spark
1441,SQL
1442,AWS
1442,Java
1442,relational databases
1442,Microsoft Azure
1443,JUNIT
1443,Python
1443,Java
1443,Spock
1444,AWS
1444,Firebase
1444,Google Cloud
1444,Microsoft Power BI
1444,Tableau
1445,Google Cloud
1445,HTML/CSS
1445,React
1445,Javascript
1446,Python
1446,AWS
1446,Java
1446,relational databases
1447,Python
1447,AWS
1448,JUNIT
1448,Postman
1448,PyRestTest
1448,Spock
1449,Python
1449,Google Cloud
1449,Microsoft Azure
1450,Scala
1450,Google Cloud
1450,Spark
1450,relational databases
1451,Python
1451,Spock
1451,Java
1451,Postman
1452,Python
1452,Java
1452,Postman
1452,Spock
1453,Python
1453,AWS
1453,Microsoft Azure
1454,Chef
1454,AWS
1454,Microsoft Azure
1454,Puppet
1454,Terraform
1455,SQL
1455,Microsoft Power BI
1456,Google Cloud
1456,HTML/CSS
1456,React
1457,Flutter
1457,Android
1457,IOS
1458,Python
1458,Google Cloud
1458,Java
1458,Spark
1459,JUNIT
1459,Python
1459,PyRestTest
1459,Postman
1460,Java
1460,PyRestTest
1460,Spock
1461,relational databases
1461,NoSQL databases
1461,Hadoop
1462,JUNIT
1462,PyRestTest
1462,Spock
1463,Google Cloud
1463,Javascript
1463,Microsoft Azure
1464,Python
1464,Spark
1464,relational databases
1465,SQL
1465,Firebase
1465,AWS
1466,Python
1466,Java
1466,PyRestTest
1466,Spock
1467,HTML/CSS
1467,React
1468,SQL
1468,AWS
1468,Microsoft Azure
1468,Tableau
1469,Python
1469,PyRestTest
1469,Postman
1469,Spock
1470,Kubernetes
1470,AWS
1470,Puppet
1471,Scala
1471,AWS
1471,Spark
1471,Java
1472,AWS
1472,Java
1472,relational databases
1472,Microsoft Azure
1473,Google Cloud
1473,HTML/CSS
1473,Javascript
1473,Angular
1474,Typescript
1474,Google Cloud
1474,Microsoft Azure
1474,Angular
1475,Kotlin
1475,React Native
1475,Xamarin
1475,IOS
1476,Docker Compose
1476,Kubernetes
1476,Chef
1476,Puppet
1477,Python
1477,Java
1477,Postman
1477,Spock
1478,Kubernetes
1478,Docker
1478,Puppet
1478,AWS
1479,Microsoft Azure
1479,Kubernetes
1479,Docker
1479,Puppet
1479,Terraform
1480,Google Cloud
1480,Spark
1480,Hadoop
1480,Microsoft Azure
1481,Docker Compose
1481,Terraform
1481,Microsoft Azure
1482,Microsoft Azure
1482,SQL
1482,Firebase
1482,Google Cloud
1482,Microsoft Power BI
1483,Kubernetes
1483,AWS
1483,Microsoft Azure
1483,Chef
1484,Kotlin
1484,React Native
1484,Android
1484,Flutter
1484,Xamarin
1485,Google Cloud
1485,relational databases
1485,AWS
1486,SQL
1486,Google Cloud
1486,AWS
1487,Google Cloud
1487,AWS
1487,Microsoft Power BI
1487,Microsoft Azure
1488,Microsoft Azure
1488,Typescript
1488,HTML/CSS
1488,Javascript
1488,Angular
1489,Kubernetes
1489,AWS
1489,Terraform
1489,Docker
1490,React
1490,Microsoft Azure
1490,Angular
1491,AWS
1491,Puppet
1492,Kotlin
1492,Android
